,0,1,2,3,4
0,0.0,500,-41,-45,-51
1,0.0,500,-41,-45,-53
2,0.0,500,-39,-45,-53
3,0.0,500,-43,-43,-51
4,0.0,500,-41,-45,-53
5,0.0,500,-39,-43,-53
6,0.0,500,-39,-43,-53
7,0.0,500,-39,-45,-51
8,0.0,500,-39,-45,-51
9,0.0,500,-39,-43,-53
10,0.0,500,-41,-45,-51
11,0.0,500,-43,-43,-43
12,0.0,500,-41,-43,-51
13,0.0,500,-41,-43,-43
14,0.0,500,-41,-43,-51
15,0.0,500,-41,-45,-51
16,0.0,500,-41,-43,-53
17,0.0,500,-41,-45,-53
18,0.0,500,-41,-45,-53
19,0.0,500,-41,-45,-53
20,0.0,500,-41,-45,-53
21,0.0,500,-41,-45,-53
22,0.0,500,-41,-45,-53
23,0.0,500,-41,-45,-53
24,0.0,500,-41,-45,-53
25,0.0,500,-39,-45,-39
26,0.0,500,-39,-41,-53
27,0.0,500,-41,-43,-49
28,0.0,500,-39,-43,-53
29,0.0,500,-39,-43,-51
30,0.0,500,-39,-45,-55
31,0.0,500,-41,-45,-53
32,0.0,500,-41,-45,-53
33,0.0,500,-41,-41,-55
34,0.0,500,-41,-45,-51
35,0.0,500,-41,-43,-51
36,0.0,500,-41,-45,-51
37,0.0,500,-41,-43,-51
38,0.0,500,-41,-45,-51
39,0.0,500,-41,-43,-51
40,0.0,500,-41,-45,-53
41,0.0,500,-41,-47,-51
42,0.0,500,-41,-47,-51
43,0.0,500,-41,-43,-39
44,0.0,500,-41,-43,-41
45,0.0,500,-41,-47,-53
46,0.0,500,-43,-45,-51
47,0.0,500,-43,-47,-53
48,0.0,500,-41,-45,-53
49,0.0,500,-45,-45,-51
50,0.0,500,-43,-45,-53
51,0.0,500,-43,-45,-53
52,0.0,500,-43,-47,-53
53,0.0,500,-41,-47,-53
54,0.0,500,-41,-47,-53
55,0.0,500,-41,-47,-53
56,0.0,500,-41,-47,-53
57,0.0,500,-41,-47,-53
58,0.0,500,-41,-45,-55
59,0.0,500,-43,-47,-51
60,0.0,500,-43,-43,-51
61,0.0,500,-43,-43,-53
62,0.0,500,-41,-45,-53
63,0.0,500,-41,-43,-53
64,0.0,500,-41,-43,-53
65,0.0,500,-41,-43,-55
