,0,1,2,3,4
519,0.0,375,-41,-45,-41
520,0.0,375,-41,-45,-41
521,0.0,375,-41,-43,-41
522,0.0,375,-41,-43,-41
523,0.0,375,-41,-43,-39
524,0.0,375,-41,-45,-43
525,0.0,375,-41,-45,-41
526,0.0,375,-41,-41,-41
527,0.0,375,-41,-43,-41
528,0.0,375,-41,-41,-43
529,0.0,375,-41,-43,-41
530,0.0,375,-41,-43,-41
531,0.0,375,-41,-43,-41
532,0.0,375,-41,-43,-41
533,0.0,375,-41,-43,-41
534,0.0,375,-41,-43,-43
535,0.0,375,-41,-45,-43
536,0.0,375,-41,-45,-43
537,0.0,375,-41,-45,-41
538,0.0,375,-39,-45,-41
539,0.0,375,-41,-43,-41
540,0.0,375,-41,-45,-41
541,0.0,375,-41,-45,-39
542,0.0,375,-41,-43,-41
543,0.0,375,-43,-45,-41
544,0.0,375,-41,-47,-41
545,0.0,375,-41,-45,-41
546,0.0,375,-41,-45,-43
547,0.0,375,-41,-47,-41
548,0.0,375,-43,-45,-41
549,0.0,375,-43,-47,-43
550,0.0,375,-41,-49,-41
551,0.0,375,-43,-47,-43
552,0.0,375,-43,-47,-41
553,0.0,375,-43,-47,-43
554,0.0,375,-39,-47,-41
555,0.0,375,-41,-43,-41
556,0.0,375,-41,-47,-43
557,0.0,375,-39,-45,-41
558,0.0,375,-41,-47,-41
559,0.0,375,-39,-47,-43
560,0.0,375,-41,-47,-43
561,0.0,375,-41,-47,-41
562,0.0,375,-39,-45,-41
563,0.0,375,-39,-47,-41
564,0.0,375,-41,-45,-41
565,0.0,375,-39,-47,-43
566,0.0,375,-41,-47,-41
567,0.0,375,-39,-47,-41
568,0.0,375,-41,-49,-41
569,0.0,375,-39,-49,-41
570,0.0,375,-39,-47,-41
571,0.0,375,-39,-45,-41
572,0.0,375,-39,-47,-41
573,0.0,375,-39,-45,-41
574,0.0,375,-39,-49,-41
575,0.0,375,-39,-47,-41
576,0.0,375,-39,-47,-41
577,0.0,375,-39,-49,-41
578,0.0,375,-39,-47,-41
579,0.0,375,-41,-47,-41
580,0.0,375,-41,-45,-41
581,0.0,375,-39,-47,-41
582,0.0,375,-39,-45,-41
583,0.0,375,-39,-45,-41
584,0.0,375,-39,-49,-41
585,0.0,375,-39,-45,-41
586,0.0,375,-39,-45,-43
587,0.0,375,-41,-47,-43
588,0.0,375,-39,-45,-43
589,0.0,375,-39,-49,-43
590,0.0,375,-41,-49,-43
591,0.0,375,-41,-47,-43
592,0.0,375,-39,-45,-43
593,0.0,375,-41,-45,-43
594,0.0,375,-41,-45,-43
595,0.0,375,-41,-47,-43
596,0.0,375,-43,-45,-43
597,0.0,375,-41,-47,-43
598,0.0,375,-41,-47,-41
599,0.0,375,-39,-43,-41
600,0.0,375,-39,-45,-43
601,0.0,375,-41,-43,-41
602,0.0,375,-39,-45,-39
603,0.0,375,-39,-47,-43
604,0.0,375,-41,-47,-41
605,0.0,375,-39,-45,-43
606,0.0,375,-39,-45,-41
607,0.0,375,-39,-45,-41
608,0.0,375,-41,-47,-41
609,0.0,375,-39,-47,-41
610,0.0,375,-39,-47,-41
611,0.0,375,-41,-47,-43
612,0.0,375,-39,-45,-41
613,0.0,375,-39,-49,-41
614,0.0,375,-41,-47,-41
615,0.0,375,-41,-47,-41
616,0.0,375,-43,-47,-41
617,0.0,375,-39,-47,-41
618,0.0,375,-41,-45,-43
619,0.0,375,-43,-47,-41
620,0.0,375,-41,-45,-43
621,0.0,375,-41,-45,-41
622,0.0,375,-41,-47,-41
623,0.0,375,-39,-45,-41
624,0.0,375,-39,-47,-41
625,0.0,375,-41,-47,-41
626,0.0,375,-39,-45,-41
627,0.0,375,-41,-45,-41
628,0.0,375,-41,-47,-41
629,0.0,375,-41,-47,-41
630,0.0,375,-41,-47,-41
631,0.0,375,-41,-47,-41
632,0.0,375,-41,-47,-41
633,0.0,375,-41,-47,-43
634,0.0,375,-39,-49,-41
635,0.0,375,-41,-49,-43
636,0.0,375,-41,-45,-41
637,0.0,375,-41,-47,-43
638,0.0,375,-41,-51,-43
639,0.0,375,-39,-47,-43
640,0.0,375,-39,-47,-43
641,0.0,375,-41,-47,-41
642,0.0,375,-39,-49,-43
643,0.0,375,-41,-47,-41
644,0.0,375,-39,-45,-41
645,0.0,375,-41,-45,-41
646,0.0,375,-39,-47,-41
647,0.0,375,-39,-45,-43
648,0.0,375,-39,-51,-43
649,0.0,375,-39,-47,-43
650,0.0,375,-41,-45,-43
651,0.0,375,-41,-45,-43
652,0.0,375,-41,-47,-43
653,0.0,375,-41,-45,-43
654,0.0,375,-41,-49,-43
655,0.0,375,-41,-47,-41
656,0.0,375,-39,-47,-43
657,0.0,375,-41,-49,-43
658,0.0,375,-39,-45,-43
659,0.0,375,-41,-47,-43
660,0.0,375,-41,-45,-43
661,0.0,375,-39,-43,-43
662,0.0,375,-39,-43,-41
663,0.0,375,-41,-43,-43
664,0.0,375,-41,-45,-41
665,0.0,375,-41,-47,-41
666,0.0,375,-41,-47,-41
667,0.0,375,-41,-45,-41
668,0.0,375,-41,-45,-41
669,0.0,375,-41,-45,-41
670,0.0,375,-41,-45,-41
671,0.0,375,-41,-45,-41
672,0.0,375,-39,-45,-41
673,0.0,375,-41,-45,-43
674,0.0,375,-39,-45,-41
675,0.0,375,-41,-45,-41
676,0.0,375,-41,-47,-41
677,0.0,375,-41,-45,-43
678,0.0,375,-39,-45,-41
679,0.0,375,-39,-47,-43
680,0.0,375,-41,-47,-41
681,0.0,375,-39,-45,-41
682,0.0,375,-41,-45,-41
683,0.0,375,-41,-45,-41
684,0.0,375,-39,-45,-41
685,0.0,375,-39,-45,-41
686,0.0,375,-39,-45,-41
687,0.0,375,-39,-43,-41
688,0.0,375,-39,-47,-41
689,0.0,375,-39,-57,-53
690,0.0,375,-39,-47,-41
691,0.0,375,-41,-45,-41
692,0.0,375,-39,-47,-41
693,0.0,375,-39,-47,-41
694,0.0,375,-41,-47,-41
695,0.0,375,-41,-47,-41
696,0.0,375,-41,-45,-43
697,0.0,375,-41,-47,-41
698,0.0,375,-39,-45,-41
699,0.0,375,-41,-45,-41
700,0.0,375,-41,-45,-41
701,0.0,375,-41,-45,-41
702,0.0,375,-39,-45,-43
703,0.0,375,-39,-45,-41
704,0.0,375,-39,-45,-41
705,0.0,375,-37,-45,-41
706,0.0,375,-39,-47,-41
707,0.0,375,-37,-45,-43
708,0.0,375,-37,-47,-41
709,0.0,375,-39,-45,-41
710,0.0,375,-39,-45,-41
711,0.0,375,-39,-47,-41
712,0.0,375,-31,-41,-41
713,0.0,375,-31,-41,-41
714,0.0,375,-39,-45,-41
715,0.0,375,-41,-45,-41
716,0.0,375,-37,-45,-41
717,0.0,375,-41,-45,-41
718,0.0,375,-41,-45,-41
719,0.0,375,-41,-45,-41
720,0.0,375,-41,-45,-41
721,0.0,375,-37,-47,-41
722,0.0,375,-37,-45,-41
723,0.0,375,-39,-45,-41
724,0.0,375,-37,-45,-41
725,0.0,375,-37,-43,-41
726,0.0,375,-39,-41,-41
727,0.0,375,-39,-43,-41
728,0.0,375,-39,-43,-41
729,0.0,375,-41,-43,-41
730,0.0,375,-39,-43,-41
731,0.0,375,-37,-43,-39
732,0.0,375,-39,-43,-39
733,0.0,375,-37,-43,-39
734,0.0,375,-39,-43,-41
735,0.0,375,-39,-43,-41
736,0.0,375,-39,-43,-41
737,0.0,375,-39,-43,-41
738,0.0,375,-39,-41,-41
739,0.0,375,-39,-41,-41
740,0.0,375,-39,-43,-41
741,0.0,375,-39,-41,-41
742,0.0,375,-41,-43,-41
743,0.0,375,-39,-43,-39
744,0.0,375,-39,-41,-41
745,0.0,375,-37,-45,-41
746,0.0,375,-37,-43,-39
747,0.0,375,-39,-45,-39
748,0.0,375,-39,-43,-39
749,0.0,375,-37,-43,-39
750,0.0,250,-49,-45,-47
751,0.0,250,-47,-45,-47
752,0.0,250,-49,-43,-47
753,0.0,250,-47,-45,-47
754,0.0,250,-49,-45,-45
755,0.0,250,-47,-45,-45
756,0.0,250,-47,-45,-47
757,0.0,250,-47,-47,-45
758,0.0,250,-45,-45,-47
759,0.0,250,-47,-45,-45
760,0.0,250,-49,-45,-47
761,0.0,250,-47,-45,-47
762,0.0,250,-47,-45,-47
763,0.0,250,-47,-47,-47
764,0.0,250,-49,-47,-47
765,0.0,250,-49,-45,-47
766,0.0,250,-47,-45,-47
767,0.0,250,-49,-45,-49
768,0.0,250,-49,-43,-47
769,0.0,250,-49,-43,-45
770,0.0,250,-49,-43,-47
771,0.0,250,-47,-43,-47
772,0.0,250,-49,-43,-45
773,0.0,250,-47,-43,-45
774,0.0,250,-47,-45,-47
775,0.0,250,-47,-45,-47
776,0.0,250,-47,-45,-47
777,0.0,250,-47,-45,-47
778,0.0,250,-47,-45,-47
779,0.0,250,-51,-45,-45
780,0.0,250,-47,-43,-45
781,0.0,250,-47,-43,-47
782,0.0,250,-47,-43,-47
783,0.0,250,-49,-43,-47
784,0.0,250,-47,-45,-45
785,0.0,250,-47,-43,-45
786,0.0,250,-49,-43,-45
787,0.0,250,-47,-45,-45
788,0.0,250,-47,-45,-45
789,0.0,250,-49,-45,-45
790,0.0,250,-49,-43,-45
791,0.0,250,-47,-43,-45
792,0.0,250,-47,-45,-45
793,0.0,250,-47,-45,-45
794,0.0,250,-47,-43,-45
795,0.0,250,-47,-45,-47
796,0.0,250,-49,-45,-47
797,0.0,250,-47,-45,-47
798,0.0,250,-49,-43,-47
799,0.0,250,-47,-45,-45
800,0.0,250,-47,-43,-47
801,0.0,250,-47,-43,-47
802,0.0,250,-47,-45,-45
803,0.0,250,-47,-43,-47
804,0.0,250,-49,-43,-47
805,0.0,250,-47,-43,-47
806,0.0,250,-47,-45,-45
807,0.0,250,-49,-43,-45
808,0.0,250,-47,-43,-47
809,0.0,250,-47,-43,-45
810,0.0,250,-47,-43,-45
811,0.0,250,-45,-43,-47
812,0.0,250,-47,-45,-45
813,0.0,250,-49,-45,-47
814,0.0,250,-47,-45,-47
815,0.0,250,-49,-43,-47
816,0.0,250,-45,-45,-47
817,0.0,250,-47,-41,-45
818,0.0,250,-47,-43,-45
819,0.0,250,-45,-43,-47
820,0.0,250,-45,-43,-47
