200.5,731,-41,-39,-43
200.5,731,-39,-41,-43
200.5,731,-41,-41,-41
200.5,731,-39,-41,-43
200.5,731,-41,-41,-41
200.5,731,-41,-41,-41
200.5,731,-39,-41,-43
200.5,731,-41,-41,-43
200.5,731,-39,-39,-43
200.5,731,-41,-41,-43
200.5,731,-39,-41,-45
200.5,731,-41,-43,-45
200.5,731,-41,-41,-43
200.5,731,-41,-43,-45
200.5,731,-41,-41,-45
200.5,731,-41,-41,-45
200.5,731,-41,-41,-41
200.5,731,-41,-43,-39
200.5,731,-41,-41,-45
200.5,731,-41,-41,-45
200.5,731,-41,-41,-43
200.5,731,-41,-41,-43
200.5,731,-41,-41,-43
200.5,731,-41,-41,-41
200.5,731,-41,-39,-43
200.5,731,-41,-41,-41
200.5,731,-41,-41,-45
200.5,731,-33,-37,-43
200.5,731,-33,-41,-33
200.5,731,-39,-41,-43
200.5,731,-43,-39,-41
200.5,731,-39,-35,-41
200.5,731,-41,-41,-43
200.5,731,-41,-39,-45
200.5,731,-43,-41,-45
200.5,731,-43,-43,-43
200.5,731,-39,-45,-43
200.5,731,-43,-45,-39
200.5,731,-41,-41,-39
200.5,731,-43,-41,-39
200.5,731,-45,-41,-41
200.5,731,-43,-41,-39
200.5,731,-45,-39,-41
200.5,731,-47,-41,-39
200.5,731,-45,-41,-39
200.5,731,-47,-41,-37
200.5,731,-45,-39,-39
200.5,731,-45,-41,-37
200.5,731,-45,-43,-37
200.5,731,-47,-43,-37
200.5,731,-45,-41,-39
200.5,731,-45,-41,-41
200.5,731,-43,-41,-41
200.5,731,-43,-41,-41
200.5,731,-43,-43,-39
200.5,731,-43,-43,-39
200.5,731,-45,-41,-39
200.5,731,-43,-41,-39
200.5,731,-45,-41,-37
200.5,731,-45,-39,-37
200.5,731,-41,-41,-41
200.5,731,-41,-41,-43
200.5,731,-41,-41,-41
200.5,731,-41,-43,-39
200.5,731,-45,-41,-39
200.5,731,-41,-43,-41
200.5,731,-45,-43,-39
200.5,731,-43,-43,-39
200.5,731,-43,-45,-43
200.5,731,-45,-45,-45
200.5,731,-41,-45,-43
200.5,731,-43,-43,-43
200.5,731,-41,-43,-45
200.5,731,-41,-43,-41
200.5,731,-43,-45,-43
200.5,731,-43,-43,-45
200.5,731,-43,-43,-43
200.5,731,-43,-43,-43
200.5,731,-41,-41,-43
200.5,731,-43,-39,-43
200.5,731,-41,-41,-45
200.5,731,-39,-41,-41
200.5,731,-43,-39,-43
200.5,731,-49,-39,-43
200.5,731,-51,-39,-37
200.5,731,-49,-49,-39
200.5,731,-49,-47,-41
200.5,731,-47,-45,-45
200.5,731,-41,-45,-41
200.5,731,-43,-45,-41
200.5,731,-41,-43,-41
200.5,731,-39,-43,-41
200.5,731,-41,-45,-39
200.5,731,-41,-45,-41
200.5,731,-41,-45,-41
200.5,731,-41,-43,-41
200.5,731,-41,-47,-41
200.5,731,-39,-41,-43
200.5,731,-41,-43,-41
200.5,731,-43,-43,-45
200.5,731,-41,-43,-43
200.5,731,-45,-43,-41
200.5,731,-51,-41,-39
200.5,731,-49,-41,-41
200.5,731,-49,-41,-43
200.5,731,-49,-43,-41
200.5,731,-47,-45,-41
200.5,731,-49,-45,-41
200.5,731,-51,-43,-41
200.5,731,-53,-43,-41
200.5,731,-53,-43,-41
200.5,731,-51,-41,-41
200.5,731,-49,-43,-41
200.5,731,-49,-43,-43
200.5,731,-49,-45,-41
200.5,731,-49,-43,-41
200.5,731,-49,-45,-43
200.5,731,-49,-45,-41
200.5,731,-49,-45,-41
200.5,731,-49,-43,-41
200.5,731,-49,-45,-41
200.5,731,-49,-43,-41
