0,0,-37,-51,-47
0,0,-35,-53,-47
0,0,-35,-51,-47
0,0,-35,-51,-47
0,0,-35,-51,-47
0,0,-35,-51,-45
0,0,-37,-53,-45
0,0,-35,-53,-45
0,0,-37,-53,-47
0,0,-35,-51,-47
0,0,-37,-49,-49
0,0,-37,-53,-49
0,0,-35,-53,-49
0,0,-37,-51,-49
0,0,-35,-53,-49
0,0,-35,-53,-51
0,0,-37,-51,-49
0,0,-35,-51,-49
0,0,-33,-51,-49
0,0,-35,-51,-49
0,0,-35,-53,-51
0,0,-37,-53,-51
0,0,-37,-53,-49
0,0,-35,-53,-49
0,0,-35,-51,-49
0,0,-35,-51,-49
0,0,-37,-51,-49
0,0,-35,-51,-47
0,0,-35,-51,-51
0,0,-35,-51,-49
0,0,-35,-51,-49
0,0,-37,-47,-49
0,0,-37,-53,-49
0,0,-37,-53,-49
0,0,-37,-51,-49
0,0,-35,-53,-49
0,0,-37,-53,-49
0,0,-37,-51,-47
0,0,-35,-51,-47
0,0,-35,-51,-47
0,0,-37,-49,-49
0,0,-37,-51,-49
0,0,-37,-49,-49
0,0,-37,-49,-49
0,0,-37,-49,-49
0,0,-37,-49,-47
0,0,-37,-49,-47
0,0,-37,-49,-51
0,0,-37,-51,-49
0,0,-35,-51,-49
0,0,-35,-51,-49
0,0,-35,-51,-49
0,0,-37,-51,-49
0,0,-37,-51,-49
0,0,-37,-49,-47
0,0,-37,-51,-51
0,0,-37,-51,-49
0,0,-37,-53,-49
0,0,-37,-53,-49
0,0,-37,-51,-49
0,0,-37,-53,-51
0,0,-37,-53,-49
0,0,-39,-53,-49
0,0,-39,-53,-49
0,0,-39,-53,-49
0,0,-37,-47,-47
0,0,-37,-51,-51
0,0,-39,-51,-51
0,0,-37,-51,-49
0,0,-39,-51,-49
0,0,-37,-53,-49
0,0,-37,-51,-59
0,0,-37,-51,-49
0,0,-37,-51,-49
0,0,-37,-49,-51
0,0,-37,-49,-47
0,0,-37,-49,-47
0,0,-37,-49,-49
0,0,-37,-51,-47
0,0,-39,-51,-47
0,0,-37,-51,-49
0,0,-37,-51,-47
0,0,-37,-51,-47
0,0,-37,-51,-47
0,0,-35,-51,-47
0,0,-35,-53,-49
0,0,-35,-53,-47
0,0,-37,-51,-47
0,0,-35,-53,-49
0,0,-35,-51,-49
0,0,-35,-51,-49
0,0,-37,-51,-51
0,0,-35,-49,-51
0,0,-37,-51,-51
0,0,-35,-53,-49
0,0,-37,-51,-49
0,0,-37,-51,-49
0,0,-37,-53,-49
0,0,-35,-53,-51
0,0,-37,-51,-47
0,0,-37,-53,-49
0,0,-37,-47,-49
0,0,-37,-53,-45
0,0,-33,-51,-47
0,0,-35,-53,-47
0,0,-37,-55,-49
0,0,-35,-53,-47
0,0,-37,-51,-47
0,0,-37,-51,-47
0,0,-37,-49,-47
0,0,-37,-51,-47
0,0,-35,-53,-49
0,0,-37,-49,-49
0,0,-35,-51,-47
0,0,-37,-51,-47
0,0,-37,-49,-47
0,0,-35,-49,-47
0,0,-37,-49,-47
0,0,-37,-51,-47
0,0,-35,-49,-47
0,0,-37,-49,-45
0,0,-37,-51,-45
0,0,-37,-51,-47
0,0,-37,-53,-47
0,0,-35,-53,-49
0,0,-35,-53,-47
0,0,-35,-53,-47
0,0,-37,-49,-49
0,0,-35,-49,-49
0,0,-35,-53,-45
0,0,-37,-51,-47
0,0,-37,-49,-49
0,0,-39,-51,-49
0,0,-37,-51,-47
0,0,-39,-49,-45
0,0,-37,-47,-49
0,0,-39,-49,-45
0,0,-37,-51,-49
0,0,-37,-51,-47
0,0,-37,-49,-51
0,0,-37,-51,-47
0,0,-35,-53,-47
0,0,-35,-51,-49
0,0,-35,-49,-47
0,0,-37,-51,-47
0,0,-35,-51,-47
0,0,-37,-49,-47
0,0,-37,-49,-49
0,0,-37,-45,-47
0,0,-33,-47,-47
0,0,-37,-47,-47
0,0,-35,-47,-47
0,0,-35,-49,-45
0,0,-35,-47,-47
0,0,-33,-47,-47
0,0,-35,-49,-45
0,0,-35,-47,-45
0,0,-35,-47,-45
0,0,-35,-45,-45
0,0,-33,-47,-47
0,0,-35,-47,-45
0,0,-33,-45,-47
0,0,-37,-45,-47
0,0,-37,-45,-47
0,0,-35,-45,-45
0,0,-35,-45,-47
0,0,-35,-47,-43
0,0,-35,-47,-45
0,0,-37,-47,-45
0,0,-33,-47,-45
0,0,-35,-45,-47
0,0,-35,-45,-43
0,0,-33,-47,-43
0,0,-35,-47,-47
0,0,-35,-49,-47
0,0,-35,-47,-45
0,0,-35,-49,-47
0,0,-37,-49,-43
0,0,-35,-49,-47
0,0,-37,-49,-45
0,0,-35,-49,-45
0,0,-37,-49,-47
0,0,-35,-49,-47
0,0,-33,-49,-47
0,0,-37,-47,-45
0,0,-35,-47,-43
0,0,-35,-41,-45
0,0,-37,-49,-45
0,0,-37,-49,-45
0,0,-39,-49,-49
0,0,-39,-51,-49
0,0,-37,-49,-47
0,0,-35,-51,-47
0,0,-35,-51,-49
0,0,-35,-49,-45
0,0,-35,-49,-47
0,0,-37,-49,-47
0,0,-37,-49,-47
0,0,-37,-51,-47
0,0,-37,-49,-49
0,0,-37,-51,-51
0,0,-33,-49,-47
0,0,-35,-47,-47
0,0,-35,-47,-47
0,0,-35,-47,-45
0,0,-35,-49,-49
0,0,-33,-47,-47
0,0,-35,-45,-49
0,0,-35,-47,-49
0,0,-35,-49,-47
0,0,-35,-49,-47
0,0,-37,-49,-47
0,0,-37,-49,-45
0,0,-37,-51,-47
0,0,-37,-53,-47
0,0,-35,-51,-47
0,0,-35,-51,-47
